pasture,year,group,species
32,2012,invdiv,4
32,2013,invdiv,3
32,2014,invdiv,5
32,2016,invdiv,4
32,2017,invdiv,3
32,2018,invdiv,3
33,2012,invdiv,4
33,2013,invdiv,3
33,2014,invdiv,5
33,2016,invdiv,4
33,2017,invdiv,3
33,2018,invdiv,6
34,2012,invdiv,5
34,2013,invdiv,5
34,2014,invdiv,6
34,2016,invdiv,6
34,2017,invdiv,4
34,2018,invdiv,5
35,2012,invdiv,7
35,2013,invdiv,6
35,2014,invdiv,3
35,2016,invdiv,7
35,2017,invdiv,5
35,2018,invdiv,6
36,2012,invdiv,4
36,2013,invdiv,4
36,2014,invdiv,2
36,2016,invdiv,4
36,2017,invdiv,2
36,2018,invdiv,4
40,2012,invdiv,5
40,2013,invdiv,4
40,2014,invdiv,8
40,2016,invdiv,7
40,2017,invdiv,6
40,2018,invdiv,5
41,2012,invdiv,4
41,2013,invdiv,4
41,2014,invdiv,4
41,2016,invdiv,6
41,2017,invdiv,6
41,2018,invdiv,5
42,2012,invdiv,4
42,2013,invdiv,5
42,2014,invdiv,5
42,2016,invdiv,4
42,2017,invdiv,4
42,2018,invdiv,4
43,2012,invdiv,4
43,2013,invdiv,4
43,2014,invdiv,7
43,2016,invdiv,7
43,2017,invdiv,5
43,2018,invdiv,4
44,2012,invdiv,4
44,2013,invdiv,3
44,2014,invdiv,5
44,2016,invdiv,4
44,2017,invdiv,4
44,2018,invdiv,3
45,2012,invdiv,4
45,2013,invdiv,5
45,2014,invdiv,5
45,2016,invdiv,8
45,2017,invdiv,4
45,2018,invdiv,7
46,2012,invdiv,4
46,2013,invdiv,5
46,2014,invdiv,6
46,2016,invdiv,6
46,2017,invdiv,4
46,2018,invdiv,4
47,2012,invdiv,3
47,2013,invdiv,5
47,2014,invdiv,6
47,2016,invdiv,6
47,2017,invdiv,5
47,2018,invdiv,4
48,2012,invdiv,3
48,2013,invdiv,4
48,2014,invdiv,2
48,2016,invdiv,3
48,2017,invdiv,4
48,2018,invdiv,3
49,2012,invdiv,5
49,2013,invdiv,4
49,2014,invdiv,3
49,2016,invdiv,6
49,2017,invdiv,5
49,2018,invdiv,4
50,2012,invdiv,3
50,2013,invdiv,3
50,2014,invdiv,3
50,2016,invdiv,4
50,2017,invdiv,4
50,2018,invdiv,5
51,2012,invdiv,5
51,2013,invdiv,4
51,2014,invdiv,6
51,2016,invdiv,6
51,2017,invdiv,4
51,2018,invdiv,4
52,2012,invdiv,4
52,2013,invdiv,7
52,2014,invdiv,6
52,2016,invdiv,4
52,2017,invdiv,4
52,2018,invdiv,4
53,2012,invdiv,4
53,2013,invdiv,4
53,2014,invdiv,5
53,2016,invdiv,5
53,2017,invdiv,6
53,2018,invdiv,5
55,2012,invdiv,4
55,2013,invdiv,6
55,2014,invdiv,6
55,2016,invdiv,6
55,2017,invdiv,4
55,2018,invdiv,3
56,2012,invdiv,4
56,2013,invdiv,6
56,2014,invdiv,6
56,2016,invdiv,6
56,2017,invdiv,5
56,2018,invdiv,4
57,2012,invdiv,4
57,2013,invdiv,6
57,2014,invdiv,5
57,2016,invdiv,6
57,2017,invdiv,4
57,2018,invdiv,5
59,2012,invdiv,4
59,2013,invdiv,2
59,2014,invdiv,4
59,2016,invdiv,2
59,2017,invdiv,4
59,2018,invdiv,4
60,2012,invdiv,3
60,2013,invdiv,2
60,2014,invdiv,2
60,2016,invdiv,3
60,2017,invdiv,3
60,2018,invdiv,2
61,2012,invdiv,5
61,2013,invdiv,3
61,2014,invdiv,4
61,2016,invdiv,6
61,2017,invdiv,3
61,2018,invdiv,3
62,2012,invdiv,4
62,2013,invdiv,4
62,2014,invdiv,7
62,2016,invdiv,7
62,2017,invdiv,4
62,2018,invdiv,5
63,2012,invdiv,6
63,2013,invdiv,4
63,2014,invdiv,4
63,2016,invdiv,8
63,2017,invdiv,5
63,2018,invdiv,4
64,2012,invdiv,5
64,2013,invdiv,5
64,2014,invdiv,3
64,2016,invdiv,6
64,2017,invdiv,4
64,2018,invdiv,8
65,2012,invdiv,4
65,2013,invdiv,4
65,2014,invdiv,4
65,2016,invdiv,4
65,2017,invdiv,7
65,2018,invdiv,6
66,2012,invdiv,6
66,2013,invdiv,4
66,2014,invdiv,6
66,2016,invdiv,8
66,2017,invdiv,5
66,2018,invdiv,5
67,2012,invdiv,7
67,2013,invdiv,6
67,2014,invdiv,7
67,2016,invdiv,8
67,2017,invdiv,8
67,2018,invdiv,9
68,2012,invdiv,5
68,2013,invdiv,5
68,2014,invdiv,6
68,2016,invdiv,8
68,2017,invdiv,6
68,2018,invdiv,7
12a,2012,invdiv,4
12a,2013,invdiv,3
12a,2014,invdiv,2
12a,2016,invdiv,3
12a,2017,invdiv,3
12a,2018,invdiv,3
12b,2012,invdiv,2
12b,2013,invdiv,1
12b,2014,invdiv,2
12b,2016,invdiv,2
12b,2017,invdiv,3
12b,2018,invdiv,3
16a,2012,invdiv,4
16a,2013,invdiv,4
16a,2014,invdiv,2
16a,2016,invdiv,3
16a,2017,invdiv,2
16a,2018,invdiv,2
16b,2012,invdiv,6
16b,2013,invdiv,4
16b,2014,invdiv,5
16b,2016,invdiv,6
16b,2017,invdiv,4
16b,2018,invdiv,4
2a,2012,invdiv,3
2a,2013,invdiv,4
2a,2014,invdiv,2
2a,2016,invdiv,2
2a,2017,invdiv,5
2a,2018,invdiv,2
2b,2012,invdiv,3
2b,2013,invdiv,3
2b,2014,invdiv,4
2b,2017,invdiv,3
2b,2018,invdiv,2
30a,2012,invdiv,5
30a,2013,invdiv,3
30a,2014,invdiv,3
30a,2016,invdiv,4
30a,2017,invdiv,4
30a,2018,invdiv,2
30b,2012,invdiv,4
30b,2013,invdiv,3
30b,2014,invdiv,4
30b,2016,invdiv,4
30b,2017,invdiv,2
30b,2018,invdiv,4
37a,2012,invdiv,5
37a,2013,invdiv,5
37a,2014,invdiv,5
37a,2016,invdiv,5
37a,2017,invdiv,5
37a,2018,invdiv,3
37b,2012,invdiv,4
37b,2013,invdiv,3
37b,2014,invdiv,3
37b,2016,invdiv,5
37b,2017,invdiv,3
37b,2018,invdiv,6
38a,2012,invdiv,5
38a,2013,invdiv,5
38a,2014,invdiv,5
38a,2016,invdiv,7
38a,2017,invdiv,6
38a,2018,invdiv,6
38b,2012,invdiv,5
38b,2013,invdiv,5
38b,2017,invdiv,5
38b,2018,invdiv,6
39a,2012,invdiv,6
39a,2013,invdiv,7
39a,2014,invdiv,6
39a,2016,invdiv,7
39a,2017,invdiv,5
39a,2018,invdiv,8
39b,2012,invdiv,4
39b,2013,invdiv,6
39b,2014,invdiv,5
39b,2016,invdiv,7
39b,2017,invdiv,4
39b,2018,invdiv,6
58a,2012,invdiv,4
58a,2013,invdiv,6
58a,2014,invdiv,5
58a,2016,invdiv,5
58a,2017,invdiv,5
58a,2018,invdiv,6
58b,2012,invdiv,6
58b,2013,invdiv,5
58b,2014,invdiv,5
58b,2017,invdiv,6
58b,2018,invdiv,7
6a,2012,invdiv,1
6a,2013,invdiv,0
6a,2014,invdiv,1
6a,2016,invdiv,1
6a,2017,invdiv,2
6a,2018,invdiv,1
6b,2012,invdiv,1
6b,2013,invdiv,1
6b,2014,invdiv,1
6b,2016,invdiv,2
6b,2017,invdiv,3
6b,2018,invdiv,2
1,2012,natfdiv,2
1,2013,natfdiv,2
1,2014,natfdiv,1
1,2017,natfdiv,9
1,2018,natfdiv,7
3,2012,natfdiv,0
3,2013,natfdiv,0
3,2014,natfdiv,1
3,2016,natfdiv,5
3,2017,natfdiv,6
3,2018,natfdiv,11
4,2012,natfdiv,1
4,2013,natfdiv,2
4,2014,natfdiv,0
4,2016,natfdiv,3
4,2017,natfdiv,2
4,2018,natfdiv,4
5,2012,natfdiv,1
5,2013,natfdiv,1
5,2014,natfdiv,3
5,2016,natfdiv,6
5,2017,natfdiv,9
5,2018,natfdiv,9
7,2012,natfdiv,0
7,2013,natfdiv,2
7,2014,natfdiv,0
7,2016,natfdiv,5
7,2017,natfdiv,5
7,2018,natfdiv,10
8,2012,natfdiv,0
8,2013,natfdiv,0
8,2014,natfdiv,1
8,2016,natfdiv,5
8,2017,natfdiv,4
8,2018,natfdiv,6
9,2012,natfdiv,0
9,2013,natfdiv,0
9,2014,natfdiv,2
9,2016,natfdiv,3
9,2017,natfdiv,5
9,2018,natfdiv,2
10,2012,natfdiv,0
10,2013,natfdiv,1
10,2014,natfdiv,5
10,2016,natfdiv,14
10,2017,natfdiv,17
10,2018,natfdiv,14
11,2012,natfdiv,0
11,2013,natfdiv,0
11,2014,natfdiv,1
11,2016,natfdiv,3
11,2017,natfdiv,5
11,2018,natfdiv,3
14,2012,natfdiv,0
14,2013,natfdiv,4
14,2014,natfdiv,8
14,2016,natfdiv,7
14,2017,natfdiv,4
14,2018,natfdiv,7
15,2012,natfdiv,0
15,2013,natfdiv,2
15,2014,natfdiv,5
15,2016,natfdiv,5
15,2017,natfdiv,5
15,2018,natfdiv,8
17,2012,natfdiv,0
17,2013,natfdiv,3
17,2014,natfdiv,3
17,2016,natfdiv,4
17,2017,natfdiv,9
17,2018,natfdiv,5
18,2012,natfdiv,1
18,2013,natfdiv,4
18,2014,natfdiv,1
18,2016,natfdiv,4
18,2017,natfdiv,3
18,2018,natfdiv,2
19,2012,natfdiv,1
19,2013,natfdiv,3
19,2014,natfdiv,5
19,2016,natfdiv,3
19,2017,natfdiv,1
19,2018,natfdiv,7
20,2012,natfdiv,0
20,2013,natfdiv,0
20,2014,natfdiv,1
20,2016,natfdiv,4
20,2017,natfdiv,8
20,2018,natfdiv,8
21,2012,natfdiv,1
21,2013,natfdiv,1
21,2014,natfdiv,3
21,2016,natfdiv,5
21,2017,natfdiv,12
21,2018,natfdiv,14
22,2012,natfdiv,1
22,2013,natfdiv,0
22,2014,natfdiv,4
22,2016,natfdiv,8
22,2017,natfdiv,4
22,2018,natfdiv,11
23,2012,natfdiv,0
23,2013,natfdiv,0
23,2014,natfdiv,5
23,2016,natfdiv,2
23,2017,natfdiv,6
23,2018,natfdiv,4
24,2013,natfdiv,0
24,2014,natfdiv,5
24,2016,natfdiv,1
24,2017,natfdiv,4
24,2018,natfdiv,4
25,2012,natfdiv,0
25,2013,natfdiv,3
25,2014,natfdiv,4
25,2016,natfdiv,11
25,2017,natfdiv,7
25,2018,natfdiv,10
26,2012,natfdiv,1
26,2013,natfdiv,4
26,2014,natfdiv,9
26,2016,natfdiv,5
26,2017,natfdiv,8
26,2018,natfdiv,16
27,2012,natfdiv,0
27,2013,natfdiv,4
27,2014,natfdiv,13
27,2016,natfdiv,7
27,2017,natfdiv,8
27,2018,natfdiv,19
28,2012,natfdiv,0
28,2013,natfdiv,3
28,2014,natfdiv,8
28,2016,natfdiv,7
28,2017,natfdiv,11
28,2018,natfdiv,19
29,2012,natfdiv,0
29,2013,natfdiv,4
29,2014,natfdiv,2
29,2016,natfdiv,5
29,2017,natfdiv,6
29,2018,natfdiv,4
31,2012,natfdiv,0
31,2013,natfdiv,4
31,2014,natfdiv,7
31,2016,natfdiv,13
31,2017,natfdiv,6
31,2018,natfdiv,11
32,2012,natfdiv,0
32,2013,natfdiv,3
32,2014,natfdiv,5
32,2016,natfdiv,13
32,2017,natfdiv,6
32,2018,natfdiv,16
33,2012,natfdiv,0
33,2013,natfdiv,3
33,2014,natfdiv,7
33,2016,natfdiv,11
33,2017,natfdiv,14
33,2018,natfdiv,13
34,2012,natfdiv,0
34,2013,natfdiv,1
34,2014,natfdiv,4
34,2016,natfdiv,11
34,2017,natfdiv,17
34,2018,natfdiv,18
35,2012,natfdiv,0
35,2013,natfdiv,0
35,2014,natfdiv,1
35,2016,natfdiv,5
35,2017,natfdiv,6
35,2018,natfdiv,14
36,2012,natfdiv,0
36,2013,natfdiv,0
36,2014,natfdiv,4
36,2016,natfdiv,8
36,2017,natfdiv,1
36,2018,natfdiv,9
40,2012,natfdiv,0
40,2013,natfdiv,2
40,2014,natfdiv,11
40,2016,natfdiv,14
40,2017,natfdiv,4
40,2018,natfdiv,5
41,2012,natfdiv,0
41,2013,natfdiv,2
41,2014,natfdiv,9
41,2016,natfdiv,23
41,2017,natfdiv,10
41,2018,natfdiv,6
42,2012,natfdiv,0
42,2013,natfdiv,1
42,2014,natfdiv,4
42,2016,natfdiv,7
42,2017,natfdiv,7
42,2018,natfdiv,7
43,2012,natfdiv,0
43,2013,natfdiv,2
43,2014,natfdiv,1
43,2016,natfdiv,6
43,2017,natfdiv,4
43,2018,natfdiv,8
44,2012,natfdiv,0
44,2013,natfdiv,1
44,2014,natfdiv,5
44,2016,natfdiv,3
44,2017,natfdiv,4
44,2018,natfdiv,8
45,2012,natfdiv,0
45,2013,natfdiv,1
45,2014,natfdiv,6
45,2016,natfdiv,4
45,2017,natfdiv,5
45,2018,natfdiv,13
46,2012,natfdiv,0
46,2013,natfdiv,1
46,2014,natfdiv,3
46,2016,natfdiv,3
46,2017,natfdiv,1
46,2018,natfdiv,6
47,2012,natfdiv,0
47,2013,natfdiv,2
47,2014,natfdiv,0
47,2016,natfdiv,5
47,2017,natfdiv,2
47,2018,natfdiv,3
48,2012,natfdiv,0
48,2013,natfdiv,0
48,2014,natfdiv,2
48,2016,natfdiv,3
48,2017,natfdiv,1
48,2018,natfdiv,3
49,2012,natfdiv,0
49,2013,natfdiv,3
49,2014,natfdiv,4
49,2016,natfdiv,6
49,2017,natfdiv,3
49,2018,natfdiv,6
50,2012,natfdiv,1
50,2013,natfdiv,4
50,2014,natfdiv,3
50,2016,natfdiv,1
50,2017,natfdiv,4
50,2018,natfdiv,6
51,2012,natfdiv,0
51,2013,natfdiv,2
51,2014,natfdiv,0
51,2016,natfdiv,7
51,2017,natfdiv,7
51,2018,natfdiv,6
52,2012,natfdiv,1
52,2013,natfdiv,3
52,2014,natfdiv,1
52,2016,natfdiv,3
52,2017,natfdiv,6
52,2018,natfdiv,15
53,2012,natfdiv,1
53,2013,natfdiv,3
53,2014,natfdiv,4
53,2016,natfdiv,2
53,2017,natfdiv,3
53,2018,natfdiv,9
55,2012,natfdiv,0
55,2013,natfdiv,0
55,2014,natfdiv,1
55,2016,natfdiv,3
55,2017,natfdiv,2
55,2018,natfdiv,0
56,2012,natfdiv,1
56,2013,natfdiv,3
56,2014,natfdiv,5
56,2016,natfdiv,7
56,2017,natfdiv,3
56,2018,natfdiv,6
57,2012,natfdiv,2
57,2013,natfdiv,0
57,2014,natfdiv,5
57,2016,natfdiv,8
57,2017,natfdiv,6
57,2018,natfdiv,15
59,2012,natfdiv,0
59,2013,natfdiv,2
59,2014,natfdiv,10
59,2016,natfdiv,5
59,2017,natfdiv,7
59,2018,natfdiv,14
60,2012,natfdiv,0
60,2013,natfdiv,1
60,2014,natfdiv,3
60,2016,natfdiv,3
60,2017,natfdiv,12
60,2018,natfdiv,13
61,2012,natfdiv,1
61,2013,natfdiv,1
61,2014,natfdiv,6
61,2016,natfdiv,6
61,2017,natfdiv,10
61,2018,natfdiv,12
62,2012,natfdiv,2
62,2013,natfdiv,1
62,2014,natfdiv,6
62,2016,natfdiv,13
62,2017,natfdiv,3
62,2018,natfdiv,3
63,2012,natfdiv,0
63,2013,natfdiv,4
63,2014,natfdiv,7
63,2016,natfdiv,5
63,2017,natfdiv,4
63,2018,natfdiv,5
64,2012,natfdiv,0
64,2013,natfdiv,2
64,2014,natfdiv,0
64,2016,natfdiv,6
64,2017,natfdiv,9
64,2018,natfdiv,20
65,2012,natfdiv,0
65,2013,natfdiv,2
65,2014,natfdiv,7
65,2016,natfdiv,12
65,2017,natfdiv,4
65,2018,natfdiv,13
66,2012,natfdiv,0
66,2013,natfdiv,2
66,2014,natfdiv,10
66,2016,natfdiv,19
66,2017,natfdiv,14
66,2018,natfdiv,15
67,2012,natfdiv,0
67,2013,natfdiv,4
67,2014,natfdiv,3
67,2016,natfdiv,10
67,2017,natfdiv,7
67,2018,natfdiv,11
68,2012,natfdiv,0
68,2013,natfdiv,3
68,2014,natfdiv,14
68,2016,natfdiv,24
68,2017,natfdiv,14
68,2018,natfdiv,22
12a,2012,natfdiv,0
12a,2013,natfdiv,1
12a,2014,natfdiv,0
12a,2016,natfdiv,11
12a,2017,natfdiv,5
12a,2018,natfdiv,8
12b,2012,natfdiv,0
12b,2013,natfdiv,2
12b,2014,natfdiv,2
12b,2016,natfdiv,11
12b,2017,natfdiv,14
12b,2018,natfdiv,15
16a,2012,natfdiv,0
16a,2013,natfdiv,4
16a,2014,natfdiv,1
16a,2016,natfdiv,13
16a,2017,natfdiv,12
16a,2018,natfdiv,13
16b,2012,natfdiv,1
16b,2013,natfdiv,4
16b,2014,natfdiv,10
16b,2016,natfdiv,8
16b,2017,natfdiv,9
16b,2018,natfdiv,8
2a,2012,natfdiv,1
2a,2013,natfdiv,2
2a,2014,natfdiv,1
2a,2016,natfdiv,5
2a,2017,natfdiv,11
2a,2018,natfdiv,10
2b,2012,natfdiv,0
2b,2013,natfdiv,1
2b,2014,natfdiv,1
2b,2017,natfdiv,4
2b,2018,natfdiv,3
30a,2012,natfdiv,0
30a,2013,natfdiv,3
30a,2014,natfdiv,6
30a,2016,natfdiv,9
30a,2017,natfdiv,13
30a,2018,natfdiv,11
30b,2012,natfdiv,0
30b,2013,natfdiv,1
30b,2014,natfdiv,3
30b,2016,natfdiv,6
30b,2017,natfdiv,5
30b,2018,natfdiv,8
37a,2012,natfdiv,0
37a,2013,natfdiv,1
37a,2014,natfdiv,1
37a,2016,natfdiv,5
37a,2017,natfdiv,5
37a,2018,natfdiv,4
37b,2012,natfdiv,0
37b,2013,natfdiv,0
37b,2014,natfdiv,1
37b,2016,natfdiv,1
37b,2017,natfdiv,3
37b,2018,natfdiv,0
38a,2012,natfdiv,0
38a,2013,natfdiv,0
38a,2014,natfdiv,5
38a,2016,natfdiv,6
38a,2017,natfdiv,6
38a,2018,natfdiv,15
38b,2012,natfdiv,0
38b,2013,natfdiv,0
38b,2017,natfdiv,2
38b,2018,natfdiv,0
39a,2012,natfdiv,0
39a,2013,natfdiv,2
39a,2014,natfdiv,7
39a,2016,natfdiv,3
39a,2017,natfdiv,2
39a,2018,natfdiv,3
39b,2012,natfdiv,0
39b,2013,natfdiv,3
39b,2014,natfdiv,8
39b,2016,natfdiv,14
39b,2017,natfdiv,7
39b,2018,natfdiv,23
58a,2012,natfdiv,1
58a,2013,natfdiv,0
58a,2014,natfdiv,12
58a,2016,natfdiv,8
58a,2017,natfdiv,12
58a,2018,natfdiv,12
58b,2012,natfdiv,0
58b,2013,natfdiv,0
58b,2014,natfdiv,5
58b,2017,natfdiv,2
58b,2018,natfdiv,3
6a,2012,natfdiv,1
6a,2013,natfdiv,1
6a,2014,natfdiv,0
6a,2016,natfdiv,4
6a,2017,natfdiv,5
6a,2018,natfdiv,2
6b,2012,natfdiv,0
6b,2013,natfdiv,1
6b,2014,natfdiv,1
6b,2016,natfdiv,2
6b,2017,natfdiv,8
6b,2018,natfdiv,8
1,2012,nonnfdiv,6
1,2013,nonnfdiv,7
1,2014,nonnfdiv,8
1,2017,nonnfdiv,17
1,2018,nonnfdiv,14
3,2012,nonnfdiv,5
3,2013,nonnfdiv,5
3,2014,nonnfdiv,7
3,2016,nonnfdiv,13
3,2017,nonnfdiv,13
3,2018,nonnfdiv,17
4,2012,nonnfdiv,6
4,2013,nonnfdiv,3
4,2014,nonnfdiv,9
4,2016,nonnfdiv,8
4,2017,nonnfdiv,12
4,2018,nonnfdiv,13
5,2012,nonnfdiv,6
5,2013,nonnfdiv,5
5,2014,nonnfdiv,7
5,2016,nonnfdiv,14
5,2017,nonnfdiv,12
5,2018,nonnfdiv,14
7,2012,nonnfdiv,4
7,2013,nonnfdiv,5
7,2014,nonnfdiv,6
7,2016,nonnfdiv,17
7,2017,nonnfdiv,16
7,2018,nonnfdiv,19
8,2012,nonnfdiv,3
8,2013,nonnfdiv,8
8,2014,nonnfdiv,7
8,2016,nonnfdiv,11
8,2017,nonnfdiv,15
8,2018,nonnfdiv,19
9,2012,nonnfdiv,3
9,2013,nonnfdiv,7
9,2014,nonnfdiv,7
9,2016,nonnfdiv,15
9,2017,nonnfdiv,7
9,2018,nonnfdiv,7
10,2012,nonnfdiv,5
10,2013,nonnfdiv,4
10,2014,nonnfdiv,6
10,2016,nonnfdiv,10
10,2017,nonnfdiv,10
10,2018,nonnfdiv,11
11,2012,nonnfdiv,6
11,2013,nonnfdiv,4
11,2014,nonnfdiv,4
11,2016,nonnfdiv,10
11,2017,nonnfdiv,12
11,2018,nonnfdiv,8
14,2012,nonnfdiv,6
14,2013,nonnfdiv,5
14,2014,nonnfdiv,9
14,2016,nonnfdiv,13
14,2017,nonnfdiv,12
14,2018,nonnfdiv,11
15,2012,nonnfdiv,6
15,2013,nonnfdiv,7
15,2014,nonnfdiv,3
15,2016,nonnfdiv,10
15,2017,nonnfdiv,11
15,2018,nonnfdiv,12
17,2012,nonnfdiv,5
17,2013,nonnfdiv,6
17,2014,nonnfdiv,5
17,2016,nonnfdiv,18
17,2017,nonnfdiv,9
17,2018,nonnfdiv,9
18,2012,nonnfdiv,7
18,2013,nonnfdiv,6
18,2014,nonnfdiv,3
18,2016,nonnfdiv,11
18,2017,nonnfdiv,9
18,2018,nonnfdiv,9
19,2012,nonnfdiv,7
19,2013,nonnfdiv,5
19,2014,nonnfdiv,7
19,2016,nonnfdiv,10
19,2017,nonnfdiv,10
19,2018,nonnfdiv,12
20,2012,nonnfdiv,5
20,2013,nonnfdiv,5
20,2014,nonnfdiv,7
20,2016,nonnfdiv,6
20,2017,nonnfdiv,10
20,2018,nonnfdiv,14
21,2012,nonnfdiv,6
21,2013,nonnfdiv,7
21,2014,nonnfdiv,13
21,2016,nonnfdiv,13
21,2017,nonnfdiv,14
21,2018,nonnfdiv,18
22,2012,nonnfdiv,6
22,2013,nonnfdiv,6
22,2014,nonnfdiv,9
22,2016,nonnfdiv,8
22,2017,nonnfdiv,13
22,2018,nonnfdiv,11
23,2012,nonnfdiv,6
23,2013,nonnfdiv,1
23,2014,nonnfdiv,9
23,2016,nonnfdiv,8
23,2017,nonnfdiv,14
23,2018,nonnfdiv,9
24,2013,nonnfdiv,7
24,2014,nonnfdiv,9
24,2016,nonnfdiv,7
24,2017,nonnfdiv,13
24,2018,nonnfdiv,8
25,2012,nonnfdiv,6
25,2013,nonnfdiv,7
25,2014,nonnfdiv,9
25,2016,nonnfdiv,17
25,2017,nonnfdiv,14
25,2018,nonnfdiv,13
26,2012,nonnfdiv,6
26,2013,nonnfdiv,8
26,2014,nonnfdiv,10
26,2016,nonnfdiv,14
26,2017,nonnfdiv,16
26,2018,nonnfdiv,16
27,2012,nonnfdiv,6
27,2013,nonnfdiv,5
27,2014,nonnfdiv,12
27,2016,nonnfdiv,14
27,2017,nonnfdiv,16
27,2018,nonnfdiv,15
28,2012,nonnfdiv,6
28,2013,nonnfdiv,6
28,2014,nonnfdiv,13
28,2016,nonnfdiv,16
28,2017,nonnfdiv,13
28,2018,nonnfdiv,19
29,2012,nonnfdiv,7
29,2013,nonnfdiv,5
29,2014,nonnfdiv,10
29,2016,nonnfdiv,17
29,2017,nonnfdiv,14
29,2018,nonnfdiv,14
31,2012,nonnfdiv,7
31,2013,nonnfdiv,4
31,2014,nonnfdiv,9
31,2016,nonnfdiv,14
31,2017,nonnfdiv,16
31,2018,nonnfdiv,13
32,2012,nonnfdiv,6
32,2013,nonnfdiv,4
32,2014,nonnfdiv,9
32,2016,nonnfdiv,14
32,2017,nonnfdiv,11
32,2018,nonnfdiv,13
33,2012,nonnfdiv,5
33,2013,nonnfdiv,3
33,2014,nonnfdiv,9
33,2016,nonnfdiv,12
33,2017,nonnfdiv,12
33,2018,nonnfdiv,15
34,2012,nonnfdiv,6
34,2013,nonnfdiv,7
34,2014,nonnfdiv,5
34,2016,nonnfdiv,15
34,2017,nonnfdiv,19
34,2018,nonnfdiv,18
35,2012,nonnfdiv,6
35,2013,nonnfdiv,7
35,2014,nonnfdiv,8
35,2016,nonnfdiv,17
35,2017,nonnfdiv,16
35,2018,nonnfdiv,24
36,2012,nonnfdiv,4
36,2013,nonnfdiv,4
36,2014,nonnfdiv,4
36,2016,nonnfdiv,15
36,2017,nonnfdiv,12
36,2018,nonnfdiv,13
40,2012,nonnfdiv,6
40,2013,nonnfdiv,3
40,2014,nonnfdiv,12
40,2016,nonnfdiv,18
40,2017,nonnfdiv,14
40,2018,nonnfdiv,4
41,2012,nonnfdiv,6
41,2013,nonnfdiv,6
41,2014,nonnfdiv,10
41,2016,nonnfdiv,24
41,2017,nonnfdiv,19
41,2018,nonnfdiv,14
42,2012,nonnfdiv,5
42,2013,nonnfdiv,6
42,2014,nonnfdiv,9
42,2016,nonnfdiv,15
42,2017,nonnfdiv,16
42,2018,nonnfdiv,12
43,2012,nonnfdiv,6
43,2013,nonnfdiv,6
43,2014,nonnfdiv,8
43,2016,nonnfdiv,14
43,2017,nonnfdiv,13
43,2018,nonnfdiv,13
44,2012,nonnfdiv,6
44,2013,nonnfdiv,5
44,2014,nonnfdiv,10
44,2016,nonnfdiv,10
44,2017,nonnfdiv,13
44,2018,nonnfdiv,8
45,2012,nonnfdiv,6
45,2013,nonnfdiv,6
45,2014,nonnfdiv,9
45,2016,nonnfdiv,14
45,2017,nonnfdiv,11
45,2018,nonnfdiv,16
46,2012,nonnfdiv,6
46,2013,nonnfdiv,6
46,2014,nonnfdiv,6
46,2016,nonnfdiv,15
46,2017,nonnfdiv,8
46,2018,nonnfdiv,11
47,2012,nonnfdiv,6
47,2013,nonnfdiv,6
47,2014,nonnfdiv,8
47,2016,nonnfdiv,18
47,2017,nonnfdiv,20
47,2018,nonnfdiv,14
48,2012,nonnfdiv,6
48,2013,nonnfdiv,6
48,2014,nonnfdiv,7
48,2016,nonnfdiv,14
48,2017,nonnfdiv,9
48,2018,nonnfdiv,18
49,2012,nonnfdiv,6
49,2013,nonnfdiv,6
49,2014,nonnfdiv,9
49,2016,nonnfdiv,12
49,2017,nonnfdiv,14
49,2018,nonnfdiv,11
50,2012,nonnfdiv,6
50,2013,nonnfdiv,6
50,2014,nonnfdiv,9
50,2016,nonnfdiv,19
50,2017,nonnfdiv,14
50,2018,nonnfdiv,18
51,2012,nonnfdiv,6
51,2013,nonnfdiv,6
51,2014,nonnfdiv,8
51,2016,nonnfdiv,18
51,2017,nonnfdiv,13
51,2018,nonnfdiv,17
52,2012,nonnfdiv,6
52,2013,nonnfdiv,4
52,2014,nonnfdiv,8
52,2016,nonnfdiv,18
52,2017,nonnfdiv,10
52,2018,nonnfdiv,11
53,2012,nonnfdiv,7
53,2013,nonnfdiv,7
53,2014,nonnfdiv,6
53,2016,nonnfdiv,17
53,2017,nonnfdiv,15
53,2018,nonnfdiv,10
55,2012,nonnfdiv,5
55,2013,nonnfdiv,6
55,2014,nonnfdiv,9
55,2016,nonnfdiv,18
55,2017,nonnfdiv,12
55,2018,nonnfdiv,10
56,2012,nonnfdiv,6
56,2013,nonnfdiv,6
56,2014,nonnfdiv,6
56,2016,nonnfdiv,12
56,2017,nonnfdiv,10
56,2018,nonnfdiv,10
57,2012,nonnfdiv,6
57,2013,nonnfdiv,6
57,2014,nonnfdiv,7
57,2016,nonnfdiv,15
57,2017,nonnfdiv,16
57,2018,nonnfdiv,16
59,2012,nonnfdiv,4
59,2013,nonnfdiv,4
59,2014,nonnfdiv,5
59,2016,nonnfdiv,8
59,2017,nonnfdiv,13
59,2018,nonnfdiv,16
60,2012,nonnfdiv,4
60,2013,nonnfdiv,3
60,2014,nonnfdiv,5
60,2016,nonnfdiv,10
60,2017,nonnfdiv,17
60,2018,nonnfdiv,9
61,2012,nonnfdiv,5
61,2013,nonnfdiv,2
61,2014,nonnfdiv,10
61,2016,nonnfdiv,9
61,2017,nonnfdiv,10
